k30310
5635.330000
31317.000000
5.871000
13.699000
6500.000000
123500.000000
17024.000000
1080389.610000
20527402.590000
1425.300000
3325.700000
506.625000
1182.125000
18602.540000
301611.510000
1263.600000
2948.400000
517.750000
9837.250000
3058.842000
7137.298000
190.065000
3611.235000
18000.000000
1815.850000
34501.150000
24192.600000
56449.400000
2976.600000
6945.400000
90041.220000
0.013000
0.247000
6440.100000
15026.900000
38358.693000
89503.617000
7753.000000
27573.000000
21534.000000
50246.000000
1118.322000
2609.418000
37000.000000
162318.300000
1.788000
4.172000
437.980000
26296.000000
9884.000000
33986.076000
79300.844000
18784.000000
1000.000000
27135.000000
9129.300000
21301.700000
22633.800000
52812.200000
15165.600000
35386.400000
9633.000000
8652951.000000
2724967.400000
51774380.600000
47471.000000
35000.000000
665000.000000
64.539000
150.591000
29760.000000
13713.000000
31997.000000
92990.100000
216976.900000
789.000000
104517.310000
171790.000000
101.811000
237.559000
1108.773000
2587.137000
1302.900000
3040.100000
5649.000000
11889.135000
27741.315000
148592.000000
28.074000
65.506000
23460.600000
54741.400000
10723.970000
510730.310000
36.000000
25469.660000
3.672000
8.568000
1000.000000
13354.920000
9000.000000
21000.000000
18.000000
42.000000
113700.000000
520.000000
32055.970000
8866.200000
20687.800000
5218.887000
12177.403000
53.685000
125.265000
3083.000000
1613.000000
258995.500000
31056.000000
102094.300000
1939791.700000
4623.300000
10787.700000
25060.800000
476155.200000
2003.490000
7302476.000000
178.515000
416.535000
6147.760000
17757.495000
41434.155000
695593.400000
78259.000000
680.260000
291.460000
4500.000000
10500.000000
4492.200000
10481.800000
7544571.000000
608.400000
1419.600000
12397.150000
23767.000000
451573.000000
300000.000000
600000.000000
1400000.000000
1109.650000
21083.350000
316298.750000
6009676.250000
45092.580000
856759.020000
40098.000000
93562.000000
12350.760000
137441.223000
320696.187000
216986782.143000
506302491.667000
499254.410000
654016.500000
7578.831000
17683.939000
75559.347000
176305.143000
444.900000
1038.100000
51726.408000
982801.752000
41621.000000
36.300000
84.700000
15436.000000
369.300000
4.980000
102428.979000
239000.951000
105106.530000
103004.000000
158420.240000
348.000000
812.000000
3552.000000
9900.160000
6661.220000
7479.000000
323.700000
755.300000
24502.000000
6086.000000
1914.300000
4466.700000
15884.700000
37064.300000
26026.000000
1520.620000
12.984000
30.296000
5.091000
11.879000
51212.000000
300.000000
700.000000
1900.000000
105113.000000
165948.950000
3153030.050000
288000.000000
54159.600000
126372.400000
14174.700000
33074.300000
2103.900000
4909.100000
33981.900000
79291.100000
19030879.000000
200000.000000
11076.950000
210462.050000
9644.400000
22503.600000
85828.800000
200267.200000
0.825500
15.684500
0.483000
1.127000
144.900000
338.100000
17048.700000
39780.300000
7962.470000
12530.000000
4756.000000
30439.600000
578352.400000
33456.580000
302155.722000
201437.148000
0.390000
0.910000
7107.720000
15909.000000
40.557000
94.633000
25562.300000
485683.700000
380903.400000
888774.600000
138.849000
323.981000
45480.841000
864135.979000
238128.000000
2190.440000
339.170000
226980.600000
90792.240000
6485.160000
316966.350000
9505127.800000
3802051.120000
271575.080000
19307.000000
19699.000000
965612.000000
1947.910000
6.000000
18112.980000
24420.960000
5836.520000
166265.080000
22533.000000
9013.200000
643.800000
8083.000000
41427.480000
538.250000
195.000000
800.800000
320.320000
22.880000
14860.820000
1737615.600000
695046.240000
49646.160000
5544.000000
15104.000000
13705.690000
14653.150000
2784.866000
1113.946400
79.567600
10060.970000
595.000000
120822.800000
48329.120000
3452.080000
28272.440000
50.290000
92463.000000
36985.200000
2641.800000
29.211000
11.684400
0.834600
16665.000000
841.000000
34960.270000
559.000000
3913.000000
1118.000000
36348.800000
254441.600000
72697.600000
1523.970000
45314.000000
13084.270000
6.800000
47.600000
13.600000
6294.440000
17596.930000
0.800000
5.600000
1.600000
1300771.100000
9105397.700000
2601542.200000
41272.820000
15167.000000
0.011000
0.077000
0.022000
5437.450000
948.000000
6636.000000
1896.000000
58.000000
1060147.226000
7421030.582000
2120294.452000
72414.636000
506902.452000
144829.272000
91477.000000
2344.329000
5470.101000
280484.440000
6274.800000
14641.200000
28747.000000
377.810000
7178.390000
0.020000
5864.712000
13684.328000
193.780000
4860.000000
5.700000
13.300000
365.070000
98518.560000
73736.800000
9.760000
281701.370000
150205.000000
90334.000000
16.600000
315.400000
1092.830000
12.770000
19663.000000
504.000000
1176.000000
11726.000000
1123.200000
2620.800000
2667.000000
6223.000000
15.900000
302.100000
115757.180000
69065.280000
5022.630000
11719.470000
7867.000000
127.614000
297.766000
11866721.520000
27689016.880000
111972.010000
2600.000000
14697.150000
279245.850000
8772.000000
9684.000000
5000.000000
26569.720000
114.900000
268.100000
11169.000000
3359.000000
39.480000
92.120000
12132.000000
48596.400000
113391.600000
55.200000
128.800000
61.650000
1171.350000
569.050000
10811.950000
44697.000000
107939.000000
2550.600000
5951.400000
89783.000000
0.050000
0.950000
6.250000
118.750000
268456.000000
5994.000000
13986.000000
1640.000000
481.000000
7.150000
135.850000
12425.000000
30093.000000
929.000000
2.860000
68.070000
57199.100000
22879.640000
1634.260000
9439.660000
2250.000000
1749.270000
2755.090000
7877.760000
3085.280000
1137.840000
984.940000
24332.960000
35087.680000
8281.660000
720.000000
8237.000000
1915.670000
10461.000000
835532.050000
10400.000000
12700.000000
46395.150000
4463.380000
6600.110000
20338.250000
6894.740000
66884.300000
15900.540000
29598.790000
8572.150000
52289.000000
47082.140000
57037.830000
2194.250000
11508.510000
1140.000000
68699.000000
964.600000
540.000000
44052.000000
346.370000
2175.000000
588.770000
52048.080000
264.180000
1950.810000
17089.480000
182911.000000
5252.000000
17155.000000
661.000000
11985.950000
3235.790000
4865.000000
1321.000000
86294.000000
163117.000000
1820.000000
7998.000000
3779.000000
556.000000
455.000000
2776.000000
18120.000000
357.000000
1.880000
40693.000000
27912.000000
1137.000000
1085.000000
1247.000000
34089.000000
2860.000000
1746.810000
1715.170000
5004.000000
11369.810000
2204.000000
9080.200000
1456.000000
4039.500000
1193.000000
1347.180000
8.350000
4952.000000
311.000000
24.840000
6858.000000
391344.000000
32893.000000
6854.000000
7928.000000
117256.000000
70984.980000
2331.000000
5595.500000
582.690000
12906.000000
285339.000000
1617.000000
4887.000000
594.000000
477.000000
20466.000000
10567.260000
6377.000000
470.190000
8230.890000
9525.000000
13724.000000
108460.520000
2872.000000
0.190000
2370.000000
21865.050000
0.740000
0.010000
214.380000
2344.790000
2313.000000
21641.000000
40090.000000
89395.000000
152901.000000
29126.000000
107310.000000
325.000000
5221.610000
6602.560000
1640.000000
411.510000
360.000000
990.000000
1550.000000
100627.000000
1.000000
191.000000
136.000000
216.000000
396525.000000
34935.000000
73881.000000
314.000000
585.000000
43.700000
2090.000000
6188.670000
1273.000000
590.890000
19826.000000
3260.610000
15866.060000
10247.000000
2657.290000
12488.620000
9334.410000
4297.720000
6024.000000
4762.720000
1848.000000
54155.380000
36.000000
139651.740000
334.100000
160.730000
15996.480000
3717.760000
13993.410000
3502.080000
1.290000
139272.000000
6638.000000
7.520000
1238873.000000
323441.000000
97426.000000
1092.000000
101029.000000
6052.000000
10046.000000
37185.000000
4.010000
7380.000000
1859.000000
1584.480000
9.030000
17.520000
2.000000
8753.000000
16584.000000
7803.000000
3120.000000
24710.000000
1560.000000
39469.000000
3120.000000
1560.000000
5096.000000
53560.000000
3120.000000
3120.000000
2340.000000
1560.000000
1560.000000
11571.000000
3120.000000
4680.000000
2340.000000
3120.000000
1560.000000
2340.000000
3120.000000
2340.000000
3120.000000
73859.710000
2073.190000
2152.770000
13168.000000
16230.000000
73605.000000
7176.000000
13699.620000
2552.730000
6357.000000
12068.000000
3640.000000
349.000000
1521.000000
1600.000000
21117.340000
940.000000
3343.000000
344.000000
59.000000
646.880000
764.000000
3354.000000
15435.000000
85513.000000
11083.000000
5548.000000
943.740000
5366.400000
38.980000
4827.000000
10248.000000
394.000000
4025.000000
183.000000
43.000000
3.780000
1334.530000
979.570000
10.980000
157.000000
206.080000
